DealerNumber,LegancyDealerNumber,DealerFullName,DealerShortName,DiscountCode,PricingTypeCode,ProductFrom,TypeofServiceFrom,ReplacementProductType,SecondReplacementMethod,ReplacementPaymentMethodCode,InterestChargedCode,DateOfRecordEntry,DateOfLastMaintained,LastChangedEmployeeNumber,RecordActivityStatusFlag,CancellationProcessiongCode,AuditCreateDate,AuditType
6286,6286  A,MCDUFFIE INC,MCDUFF,,1,2,3,0,0,2,,930420,941219,0,I,2,10:44.0,I
21,420500A,WHEELS IN MOTION   420500,420500,,1,2,3,0,0,1,,930422,941219,0,I,2,10:44.0,I
21,420500B,WHEELS IN MOTION   420500,420500,,1,2,3,0,0,1,,930422,941219,0,I,2,10:44.0,I
21,420500C,WHEELS IN MOTION   420500,420500,,1,2,3,0,0,1,,930422,941219,0,I,2,10:44.0,I
22,370336A,ARDMORE TYPEWRITER   (370336),ARDMOR,,2,2,2,3,0,1,,930423,941219,0,I,2,10:44.0,I
62103,62103 A,RAINBOW FURNITURE,RAINBO,,1,2,3,0,0,2,,930427,950614,0,I,2,10:44.0,I
62111,62111 A,GALLANT'S FURNITURE,GALLAN,,1,2,3,0,0,2,,930427,941219,0,I,2,10:44.0,I
22043,NULL,COAST TO COAST INC,COAST,,1,2,2,0,0,1,,930428,941219,0,I,2,10:44.0,I
23,40S73 A,RUBICON ELECTRONICS-40S73A,RUBICO,,1,2,3,0,0,1,,930428,941219,0,I,2,10:44.0,I
2595,NULL,COAST TO COAST          14028,2595,,1,2,2,0,0,1,,930428,960306,0,I,2,10:44.0,I
3801,3801  A,SHORE STEREO,SHOR,,1,2,2,1,0,1,,930429,941219,0,I,2,10:44.0,I
24,310590A,MICHAEL'S APPLIANCES - 310590,MICHAE,,1,2,3,0,0,1,,930429,941219,0,I,2,10:44.0,I
62153,62153 A,NICE & RIGHT FURNITURE,NICE&R,,1,2,3,0,0,2,,930429,950614,0,I,2,10:44.0,I
6252,6252  A,GREENWOOD'S,GREENW,,1,2,3,0,0,2,,930429,950614,0,I,2,10:44.0,I
2152,22043 A,COAST TO COAST          22043,2152,,1,2,2,0,0,1,,930507,960306,0,I,2,10:44.0,I
40241,40241 A,TRUCKER'S CHOICE,TRUCKE,,2,2,2,3,0,1,,930518,941219,0,I,2,10:44.0,I
15030,15030 A,CONSUMER DIRECT INC,CONDIR,,2,2,2,3,0,1,,930518,941219,0,I,2,10:44.0,I
62124,62124 A,FURNITURE CITY USA,FURNIT,,1,2,3,0,0,1,,930518,950614,0,I,2,10:44.0,I
5626,NULL,COAST TO COAST           2505,5626,,1,2,2,0,0,1,,930519,960306,0,I,2,10:44.0,I
53108,53108 A,SPENCER FURNITURE,SPENFU,,2,2,2,0,0,1,,930522,941219,0,I,2,10:44.0,I
25,310711A,I C B M,I C B,,2,2,2,0,0,1,,930522,941219,0,I,2,10:44.0,I
26,340247A,BALL FURNITURE & APPLIANCE,BALAPP,,1,2,3,3,0,1,,930522,950327,0,I,2,10:44.0,I
62110,62110 A,WILLIAMS FURNITURE,WILLIA,,1,2,3,0,0,1,,930524,950614,0,I,2,10:44.0,I
27,370212A,CENTRAL OFFICE PRODUCTS,CENTRA,,1,2,2,2,0,1,,930524,960417,0,I,2,10:44.0,I
2804,2804  A,KORVIN APPLIANCE INC,KORVIN,,1,2,3,0,0,1,,930526,980625,0,I,2,10:44.0,I
9101,9101  A,WORLD OF SOUND,WORLD,,1,2,2,3,0,1,,930526,941219,0,I,2,10:44.0,I
28,420490A,COMPUTER EXPRESS  420490,COMPUT,,2,2,2,0,0,1,,930526,941219,0,I,2,10:44.0,I
29,420496A,SINGER SEWING CENTER 420496,SINGER,,2,2,2,0,0,1,,930526,941219,0,I,2,10:44.0,I
30,ABMN01A,FINGERHUT CORPORATION ABMN01,FINGER,,1,2,3,0,0,1,,930527,941219,0,A,2,10:44.0,I
6280,6280  A,CONTEMPO WOODS/FURNITURE WAREH,CWFW,,1,2,3,0,0,1,,930528,950614,0,I,2,10:44.0,I
31,40242 A,RELIABLE BUSINESS EQUIP & SERV,40S832,,2,2,3,3,0,1,,930602,950118,0,I,2,10:44.0,I
62187,62187 A,ROYAL'S INC,ROYAL',,1,2,3,0,0,1,,930602,941219,0,I,2,10:44.0,I
6260,6260  A,FURNITURE EXCHANGE/WAREHOUSE,FURNIT,,1,2,3,0,0,1,,930603,950614,0,I,2,10:44.0,I
6260,6260  B,FURNITURE EXCHANGE/WAREHOUSE,FURNIT,,1,2,3,0,0,1,,930603,950614,0,I,2,10:44.0,I
6260,6260  C,FURNITURE EXCHANGE/WAREHOUSE,FURNIT,,1,2,3,0,0,1,,930603,950614,0,I,2,10:44.0,I
6260,6260  D,FURNITURE EXCHANGE/WAREHOUSE,FURNIT,,1,2,3,0,0,1,,930603,950614,0,I,2,10:44.0,I
53069,53069 A,COAST GUARD EXCHANGE SYSTEM,US COA,,1,2,2,3,0,1,,930603,1071022,0,I,1,10:44.0,I
53103,53103 A,KINGS JEWELRY,KINGS,,1,2,3,3,0,2,,930603,941219,0,I,2,10:44.0,I
53103,53103 B,KINGS JEWELRY,KINGS,,1,2,3,3,0,2,,930603,941219,0,I,2,10:44.0,I
53103,53103 C,KINGS JEWELRY,KINGS,,1,2,3,3,0,2,,930603,941219,0,I,2,10:44.0,I
359,420541A,COAST TO COAST         420541,359,,1,2,2,0,0,1,,930607,970408,0,I,2,10:44.0,I
60,NULL,TEST,TST,,1,2,2,1,3,1,,930611,990426,0,A,1,10:44.0,I
32,420363A,HEISHMAN ELECTRONICS 420363,HEISHM,,1,2,3,0,0,1,,930611,941219,0,I,2,10:44.0,I
33,20S147A,BESTEC OFFICE SYSTEMS 20S147,BESTEC,,2,2,2,3,0,1,,930611,941219,0,I,2,10:44.0,I
33,27816AH,BESTEC OFFICE SYSTEMS 20S147,BESTEC,,2,2,2,3,0,1,,930611,941219,0,I,2,10:44.0,I
62189,62189 A,ECONOMY FURNITURE,ECONOM,,1,2,3,0,0,1,,930615,950614,0,I,2,10:44.0,I
34,310698A,FAX UNLIMITED          310698,FAX UN,,2,2,2,0,0,1,,930622,941219,0,I,2,10:44.0,I
34,27817AH,FAX UNLIMITED          310698,FAX UN,,2,2,2,0,0,1,,930622,941219,0,I,2,10:44.0,I
35,370367A,GLENSIDE TYPEWRITER     370367,GLENSI,,2,2,2,0,0,2,,930622,941219,0,I,2,10:44.0,I
36,420166A,BREWINGTON TYPEWRITER   420166,BREWIN,,2,2,2,2,0,1,,930623,941219,0,I,2,10:44.0,I
37,NULL,"CONSUMERS DISTRIBUTING, INC.",CONSUM,,1,1,1,3,0,1,,930701,931229,0,I,1,10:44.0,I
6013,6013  A,UNITED BUYERS SERVICES,UNITED,,1,2,2,2,0,1,,930702,980625,0,I,2,10:44.0,I
62178,62178 A,TEXAS DISCOUNT FURNITURE,TEXAS,,1,2,3,0,0,1,,930702,950614,0,I,2,10:44.0,I
62192,62192 A,SOFA WORKS,SOFA W,,1,2,3,0,0,1,,930702,950614,0,I,2,10:44.0,I
38,310451A,A-1 RIVOLI        310451,310451,,1,2,2,0,0,1,,930706,941219,0,I,2,10:44.0,I
39,60S109A,US COMPUTER CONNECTION 60S109,US COM,,1,2,2,0,0,1,,930726,951212,0,I,2,10:44.0,I
62203,62203 A,A & W FURNITURE,A & W,,1,2,3,0,0,1,,930726,950614,0,I,1,10:44.0,I
6246,6246  A,TOWNSEND EAST FURNITURE,TOWNSE,,1,2,3,0,0,1,,930726,950614,0,I,2,10:44.0,I
31685,NULL,COAST TO COAST         130104,31685,,1,2,2,0,0,1,,930726,960306,0,I,2,10:44.0,I
62143,62143 A,MILLER BROS. FURNITURE,MILLER,,1,2,3,0,0,1,,930729,950614,0,I,2,10:44.0,I
62205,62205 A,PENINSULA HOME FURNISHINGS,PENINI,,1,2,3,0,0,1,,930802,941219,0,I,2,10:44.0,I
53096,53096 A,GUITAR CENTER,GUITAR,,2,2,2,1,0,2,,930806,950327,0,I,2,10:44.0,I
4035,4035  A,HENRY RADIO,HENRY,,1,2,3,0,0,1,,930809,941219,0,I,1,10:44.0,I
62211,62211 A,FURNITURE ON CONSIGNMENT,FURNIT,,1,2,3,0,0,1,,930809,950614,0,I,2,10:44.0,I
5602,5602  A,"OFFICE DEPOT, INC (CANADA)",OFFICE,,1,1,1,3,0,2,,930818,960213,0,A,2,10:44.0,I
40,360S13A,SHARPER VIDEO     360S13,SHARPE,,2,2,2,3,0,1,,930826,941219,0,I,2,10:44.0,I
20098,20098 A,NEW ENGLAND STEREO,NEWENG,,2,2,2,3,0,1,,930826,960115,0,I,2,10:44.0,I
41,170114A,NORTH SHORE CAR AUDIO  170114,NORTH,,2,2,2,3,0,1,,930826,941219,0,I,2,10:44.0,I
2701,2701  A,MAXIMUM SECURITY,MAXIMU,,2,2,2,3,0,1,,930826,941219,0,I,2,10:44.0,I
42,420527A,"FUTURFIT, INC.      420527",FUTURF,,1,2,2,0,0,1,,930827,941219,0,I,2,10:44.0,I
43,70S18 A,DELAWARE REPAIR SERVICE 70S18,DELAWA,,1,2,2,0,0,1,,930827,941219,0,I,2,10:44.0,I
9104,9104  A,CUSTOM COMPUTERS INC,CUSTOM,,2,2,2,3,0,2,,930827,950220,0,I,2,10:44.0,I
44,310687A,THE SOUND APPROACH  310687,THE SO,,2,2,2,0,0,1,,930827,941219,0,I,2,10:44.0,I
62182,62182 A,NATIONAL FURNITURE OUTLET,NATION,,2,2,3,0,0,1,,930830,950614,0,I,2,10:44.0,I
2252,NULL,COAST TO COAST           2506,2252,,1,2,2,0,0,1,,930830,960306,0,I,2,10:44.0,I
2226,NULL,COAST TO COAST          48036,2226,,1,2,2,0,0,1,,930830,960306,0,I,2,10:44.0,I
45,420326A,TEXAS SEW WARES INC    420326,TEXAS,,2,2,2,0,0,1,,930830,941219,0,I,2,10:44.0,I
45,27816AT,TEXAS SEW WARES INC    420326,TEXAS,,2,2,2,0,0,1,,930830,941219,0,I,2,10:44.0,I
45,27817AT,TEXAS SEW WARES INC    420326,TEXAS,,2,2,2,0,0,1,,930830,941219,0,I,2,10:44.0,I
88001,88001 A,L & P SERVICE AND SALES  PSA,L & P,,1,2,2,0,0,1,,930831,961212,0,I,2,10:44.0,I
88003,88003 A,ADS ELECTRONICS,ADS EL,,1,2,2,0,0,1,,930831,990428,0,I,2,10:44.0,I
88002,88002 A,NEW YORK CONSOLIDATED,NEW YO,,1,2,2,0,0,1,,930831,990428,0,I,2,10:44.0,I
88004,88004 A,KOSTREBA APPLIANCE,KOSTRE,,1,2,2,0,0,1,,930831,961212,0,I,2,10:44.0,I
88006,88006 A,BEST ELECTRONICS,BEST E,,1,2,2,0,0,1,,930831,961212,0,I,2,10:44.0,I
88007,88007 A,NU-WAVE APPLIANCE,NU-WAV,,1,2,2,0,0,1,,930831,990428,0,I,2,10:44.0,I
53114,53114 A,SKYMALL,SKYMAL,,1,1,2,2,0,1,,930831,941219,0,I,2,10:44.0,I
6237,6237  A,40 WINKS FURNITURE,40 WIN,,1,2,3,0,0,1,,930902,950614,0,I,2,10:44.0,I
62159,62159 A,A&G EAST END DISCOUNT FURNITUR,A&G EA,,1,2,3,0,0,1,,930902,950614,0,I,2,10:44.0,I
46,240S6 A,ABADAH SERVICE CENTER  240S6,240S6,,2,2,2,3,0,1,,930902,941219,0,I,2,10:44.0,I
47,290114A,ACT COMPUTER SERVICE  290114,ACT CO,,2,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
47,27816AV,ACT COMPUTER SERVICE  290114,ACT CO,,2,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
47,27817AV,ACT COMPUTER SERVICE  290114,ACT CO,,2,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
6284,6284  A,ADIRONDACK HOME FURNISHINGS,ADIRON,,1,2,3,0,0,1,,930902,950614,0,I,2,10:44.0,I
48,100131A,ADVANCED FITNESS SYSTEM 100131,ADVANC,,1,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
48,27816AW,ADVANCED FITNESS SYSTEM 100131,ADVANC,,1,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
48,27817AW,ADVANCED FITNESS SYSTEM 100131,ADVANC,,1,2,2,0,0,1,,930902,941219,0,I,2,10:44.0,I
62197,62197 A,AFA BATTENBERG,AFA BA,,1,2,3,0,0,1,,930902,950614,0,I,2,10:44.0,I
53106,53106 A,AFCO ELECTRONICS,AFCO E,,2,2,2,2,0,1,,930902,941219,0,I,2,10:44.0,I
6253,6253  A,AFFORDABLE FURNITURE,AFFORD,,1,2,3,0,0,1,,930902,950614,0,I,2,10:44.0,I
6251,6251  A,AFFORDABLE HOME FURNISHINGS,AFFORD,,1,2,3,0,0,2,,930902,950614,0,I,3,10:44.0,I
2007,2007  A,CITY VACUUM SERVICE,VACUUM,,2,2,2,3,0,1,,930907,941219,0,I,2,10:44.0,I
77001,77001 A,SALT CITY TV & APPLIANCE,SALT C,,1,2,2,0,0,1,,930907,990428,0,I,2,10:44.0,I
77002,77002 A,APPLIANCE SERVICE CENTER,APPLIA,,1,2,2,0,0,1,,930907,961212,0,I,2,10:44.0,I
77003,77003 A,ELECTRONIC DOCTOR,ELECTR,,1,2,2,0,0,1,,930907,990428,0,I,2,10:44.0,I
40231,40231 A,AMERICA GRAPHICS STATIONERS,AMERIC,,2,2,2,0,0,1,,930913,941219,0,I,2,10:44.0,I
62218,62218 A,SLAVIN'S FURNITURE,SLAVIN,,1,2,3,0,0,1,,930913,950614,0,I,2,10:44.0,I
62208,62208 A,WAREHOUSE DISCOUNT FURNITURE,WAREHO,,1,2,3,0,0,1,,930913,950614,0,I,2,10:44.0,I
49,100105A,NATIONAL FITNESS WHOLESALE,100105,,2,2,2,0,0,1,,930914,941219,0,I,2,10:44.0,I
49,27816AX,NATIONAL FITNESS WHOLESALE,100105,,2,2,2,0,0,1,,930914,941219,0,I,2,10:44.0,I
49,27817AX,NATIONAL FITNESS WHOLESALE,100105,,2,2,2,0,0,1,,930914,941219,0,I,2,10:44.0,I
17023,NULL,KADAIS CAMERA A&V,KADAIS,,1,2,3,3,0,2,,930914,941219,0,I,2,10:44.0,I
21021,21021 A,RADIO FRANK,RADIO,,1,2,3,0,0,1,,930914,941219,0,I,2,10:44.0,I
50,290193A,NATIONAL CONSUMER ELECTRONICS,290193,,2,2,2,1,0,2,,930914,941219,0,I,2,10:44.0,I
50,27816AY,NATIONAL CONSUMER ELECTRONICS,290193,,2,2,2,1,0,2,,930914,941219,0,I,2,10:44.0,I
50,27817AY,NATIONAL CONSUMER ELECTRONICS,290193,,2,2,2,1,0,2,,930914,941219,0,I,2,10:44.0,I
51,ABIL01A,SPIEGEL INC           ABIL01,SPIEGE,,1,1,3,0,0,1,,930920,941219,0,A,2,10:44.0,I
51,27816AZ,SPIEGEL INC           ABIL01,SPIEGE,,1,1,3,0,0,1,,930920,941219,0,A,2,10:44.0,I
51,27817AZ,SPIEGEL INC           ABIL01,SPIEGE,,1,1,3,0,0,1,,930920,941219,0,A,2,10:44.0,I
62152,62152 A,DESIGNER FURNITURE,DESIGN,,1,2,3,0,0,1,,930924,950614,0,I,2,10:44.0,I
52,420551A,COAST TO COAST              52,31767,,1,2,2,3,0,1,,930924,960306,0,I,2,10:44.0,I
52,27816BA,COAST TO COAST              52,31767,,1,2,2,3,0,1,,930924,960306,0,I,2,10:44.0,I
52,27817BA,COAST TO COAST              52,31767,,1,2,2,3,0,1,,930924,960306,0,I,2,10:44.0,I
53105,53105 A,"DEALER DIRECT, INC",DEALER,,2,2,2,2,0,1,,930930,941219,0,I,2,10:44.0,I
36020,36020 A,MEMORY LANE,MEMORY,,2,2,2,2,0,1,,930930,941219,0,I,2,10:44.0,I
53,420536A,COMPUTER SOLUTIONS/MICROAGE,420536,,2,2,2,0,0,1,,930930,941219,0,I,2,10:44.0,I
53,27816BB,COMPUTER SOLUTIONS/MICROAGE,420536,,2,2,2,0,0,1,,930930,941219,0,I,2,10:44.0,I
53,27817BB,COMPUTER SOLUTIONS/MICROAGE,420536,,2,2,2,0,0,1,,930930,941219,0,I,2,10:44.0,I
62186,62186 A,WOOD ARMFIELD/UTILITY CRAFT,WOOD A,,1,2,3,0,0,1,,931001,941219,0,I,2,10:44.0,I
62204,62204 A,FURNITURE & BEDDING DEPOT INC,FURNIT,,1,2,3,0,0,1,,931004,950614,0,I,2,10:44.0,I
32052,32052 A,EXECUTIVE BUSINESS MACHINES,EXECUT,,2,2,3,3,0,2,,931005,941219,0,I,2,10:44.0,I
6021,6021  A,MARKS BROS STATIONERS,MARKS,,1,2,2,3,0,1,,931005,941219,0,I,2,10:44.0,I
54,240114A,COMP & SOFT EXPERTS   240114,COMPSO,,2,1,2,3,0,1,,931006,941219,0,I,2,10:44.0,I
55,130120A,NU-WAY HOME FURNISHINGS 130120,NU-WAY,,1,1,3,3,0,1,,931006,960115,0,I,2,10:44.0,I
40190,40190 A,MONNEY ELECTRONICS,MONNEY,,3,2,3,2,0,1,,931008,980625,0,I,2,10:44.0,I
30290,NULL,COAST TO COAST      311,30290,,1,2,2,3,0,1,,931014,960306,0,I,2,10:44.0,I
31773,NULL,COAST TO COAST            312,31773,,1,2,2,3,3,1,,931014,960306,0,I,2,10:44.0,I
56,310733A,"THE COMPUTER SPECIALIST, INC",310733,,2,2,2,3,0,1,,931019,950419,0,I,2,10:44.0,I
53109,53109 A,EXERCISE THINGS,EXERCI,,1,2,2,0,0,1,,931019,941219,0,I,2,10:44.0,I
3802,3802  A,J & R SEW AND VAC,J & R,,1,2,3,2,0,1,,931019,980625,0,I,1,10:44.0,I
77010,77010 A,DECKER APPLIACE & SERVICE PSA,DECKER,,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
77006,77006 A,COLOR KING TV,COLOR,,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
77007,77007 A,"SOUND SERVICE, INC",SOUND,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77008,77008 A,ROB PRUETT'S APPLIANCE SERVICE,ROB PR,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77009,77009 A,FIELDS APPLIANCE SERVICE,FIELDS,1,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
88005,88005 A,PROFESSIONAL APPLIANCE,PROFES,,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
77011,77011 A,CHECKMATE APPLIANCE,CHECKM,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77012,77012 A,STEREO-VIDEO SERVICE CENTER,STEREO,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77013,77013 A,HARMONY ELECTRONICS,HARMON,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77014,77014 A,MIKE'S APPLIANCE REPAIR,MIKE'S,,1,2,2,0,0,1,,931019,961108,0,I,2,10:44.0,I
77015,77015 A,AUDIO METRICS,AUDIO,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77016,77016 A,ROCHE SERVICE CENTER,ROACH,,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
77017,77017 A,BRAWN AUDIO/VIDEO ELECTRONICS,BRAWN,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
77018,77018 A,DALE'S APPLIANCE SERVICE,DALE'S,,1,2,2,0,0,1,,931019,990428,0,I,2,10:44.0,I
77019,77019 A,MARKMAN TV INC,MARKMA,,1,2,2,0,0,1,,931019,961212,0,I,2,10:44.0,I
88008,NULL,PSA BOGUS APPLIANCE ACCOUNT,PSA BO,,1,2,3,0,0,1,,931025,1000317,0,A,2,10:44.0,I
88009,NULL,PSA BOGUS ELECTRONICS ACCOUNT,PSA BO,,1,2,2,0,0,1,,931025,1000317,0,A,2,10:44.0,I
77020,77020 A,MIKE'S WOORKSHOP INC,MIKE'S,,1,2,2,0,0,1,,931025,990428,0,I,2,10:44.0,I
77021,77021 A,QUALITY REFRIGERATION,QUALIT,,1,2,2,0,0,1,,931025,961212,0,I,2,10:44.0,I
77004,77004 A,VIDEO LABS CORP,VIDEO,,1,2,2,0,0,1,,931101,961212,0,I,2,10:44.0,I
77005,77005 A,KORVIN APPLIANCE,KORVIN,,1,2,2,0,0,1,,931101,961212,0,I,2,10:44.0,I
77022,77022 A,DALLAS FIX-IT SHOP,DALLAS,,1,2,2,0,0,1,,931110,961212,0,I,2,10:44.0,I
57,53125 A,CAROLINA         EQUIPMENT,53125,,1,2,2,0,0,1,,931110,961007,0,I,2,10:44.0,I
58,310741A,NATIONAL PRICE CLUB   310741,310741,,1,2,2,0,0,1,,931110,941219,0,I,2,10:44.0,I
90001,AB005 A,E. H. ELECTRONICS     AB005,E. H.,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90002,ABS008A,G. P. ELECTRONICS      ABS008,G. P.,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90003,NULL,VILLAGE SOUND     AB010,VILLAG,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90004,NULL,ECHO SOUND      AB021,ECHO S,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90005,NULL,ENCORE AUDIO         AB035,ENCORE,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90006,NULL,J.B.'S AUTOMOTIVE   AB037,J.B.'S,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90007,AB038 A,J.B.'S AUTOMOTIVE   AB038,J.B.'S,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90008,AB039 A,J.B.'S AUTOMOTIVE    AB039,J.B.'S,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90009,AB040 A,J.B.'S AUTOMOTIVE      AB040,J.B.'S,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
90010,AB041 A,AUDIO CONCEPTS MOBILE AB041,AUDIO,,1,2,2,0,0,1,,931112,931112,0,I,2,10:44.0,I
31745,NULL,COAST TO COAST           313,31745,,1,2,3,3,0,1,,931116,960306,0,I,2,10:44.0,I
97514,AB056 A,J.B.'S AUTOMOTIVE   AB056,AB056,,1,2,3,3,0,1,,931116,940715,0,A,2,10:44.0,I
97515,BC012 A,COMPUCARE SYSTEMS   BC012,BC012,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97516,NULL,KROMER RADIO LTD   ON001,ON001,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97517,NULL,AUDIO AUTOMATION   ON004,ON004,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97518,NULL,LJW ELECTRONICS   ONS007,ON007,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97519,NULL,PEEL TV & HIFI LTD,ON022,,1,2,3,3,0,1,,931116,931117,0,I,2,10:44.0,I
97520,NULL,NUMBER ONE ELECTRONIC SERV CNT,ONS025,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97521,NULL,QUADCO ELECTRONICS LTD  ONS029,ONS029,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97522,NULL,SIMCO STEREO CENTRE  ON031,ON031,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97523,NULL,SOUND AND MUSIC   ON034,ON034,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97524,NULL,THE ART OF NOISE   ON037,ON037,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97525,NULL,CRISTOL AUTO RADIO & ELCTRNCS,ON038,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97527,NULL,2001 STEREO & VIDEO CENTRE,ON045,,1,2,3,3,0,1,,931116,931116,0,I,2,10:44.0,I
97528,NULL,GENERAL ACCUSTICS   ONS045,ONS045,,1,2,3,3,0,1,,931117,931117,0,I,2,10:44.0,I
27529,ON049 A,CHRISTIE ELECTRONICS   ON049,ON049,,1,2,2,0,0,1,,931117,941219,0,I,2,10:44.0,I
27530,ON070 A,TRUTONE ELECTRONICS   ON070,ON070,,1,2,2,0,0,1,,931117,1020221,0,I,2,10:44.0,I
27531,ON079 A,3-D ELECTRONICS   ON079,ON079,,1,2,2,0,0,1,,931117,950929,0,I,2,10:44.0,I
27532,ON080 A,ELECTRONIC CENTRE,ON080,,1,2,2,0,0,1,,931117,941219,0,I,2,10:44.0,I
27533,ON084 A,HIFI 2000 (MISSISSAUGA) LTD,ON084,,1,2,2,0,0,1,,931117,1000310,0,I,2,10:44.0,I
27534,ON085 A,HIFI 2000 (SHERWAY) LTD  ON085,ON085,,1,2,2,0,0,1,,931117,1000310,0,A,2,10:44.0,I
27535,ON086 A,HIFI 2000 (YORKDALE) LTD,ON086,,1,2,2,0,0,1,,931117,1000310,0,I,2,10:44.0,I
27536,ON087 A,HIFI 2000 (BRAMPTON) LTD ON087,ON087,,1,2,2,0,0,1,,931117,1000310,0,A,2,10:44.0,I
27537,ON088 A,BLACK PHOTO CORPORATION  ON088,ON088,,1,2,2,0,0,1,,931117,941219,0,I,2,10:44.0,I
27538,ON091 A,GAIN MOBILE ELECTRONICS  ON091,ON091,,1,2,2,0,0,1,,931117,990722,0,A,2,10:44.0,I
27539,ON093 A,2001 STEREO & VIDEO CENTRE,ON093,,1,2,3,0,0,1,,931117,941219,0,I,2,10:44.0,I
27540,ON094 A,2001 STEREO & VIDEO CENTRE,ON094,,1,2,3,3,0,1,,931117,941219,0,I,2,10:44.0,I
27541,ON095 A,2001 STEREO & VIDEO CENTRE,ON095,,1,2,3,3,0,1,,931117,941219,0,I,2,10:44.0,I
27542,ON096 A,2001 STEREO & VIDEO CENTRE,ON096,,1,2,3,3,0,1,,931117,941219,0,I,2,10:44.0,I
27543,ON097 A,2001 STEREO & VIDEO CENTRE,ON097,,1,2,3,3,0,1,,931117,950113,0,I,2,10:44.0,I
27544,ON098 A,2001 STEREO & VIDEO CENTRE,ON098,,1,2,3,3,0,1,,931117,940812,0,I,2,10:44.0,I
27545,ON099 A,2001 STEREO & VIDEO CENTRE,ON099,,1,2,3,3,0,1,,931117,941219,0,I,2,10:44.0,I
27546,ON100 A,2001 STEREO & VIDEO CENTRE,ON100,,1,2,3,3,0,1,,931117,941219,0,I,2,10:44.0,I
27547,ON101 A,2001 STEREO & VIDEO CENTRE,ON101,,1,2,3,0,0,1,,931117,941219,0,I,2,10:44.0,I
27548,ON102 A,AUDIO EMPIRE          ON102,ON102,,1,2,2,0,0,1,,931117,1070926,0,I,2,10:44.0,I
27549,ON109 A,ADVANCED AUDIO & VIDEO   ON109,ON109,,1,2,2,0,0,1,,931117,941219,0,A,2,10:44.0,I
27550,ON112 A,CARMAN CAMERAS         ON112,ON112,,1,2,2,0,0,1,,931117,941219,0,I,2,10:44.0,I
27551,ON119 A,D & R VACUUM & APPL WORLD,ON119,,1,2,2,0,0,1,,931117,941219,0,A,2,10:44.0,I
27552,ON120 A,THOMAS TV SALES & SERVICE,ON120,,1,2,2,0,0,1,,931117,941219,0,I,2,10:44.0,I
27553,ON125 A,ZAK ELECTRONICS   ON125,ON125,,1,2,2,0,0,1,,931117,941219,0,A,2,10:44.0,I
27554,ON127 A,HIFI 2000 (KENNEDY),ON127,,1,2,2,0,0,1,,931117,1000310,0,A,2,10:44.0,I
27555,ON128 A,ROYAL VIEW ELECTRONICS   ON128,ON128,,1,2,2,0,0,1,,931117,990119,0,I,2,10:44.0,I
27556,ON130 A,GIANT SCREEN TV SYSTEMS  ON130,ON130,,1,2,3,0,0,1,,931117,941219,0,I,2,10:44.0,I
27557,ON132 A,CLARK'S TV     ON132,ON132,,1,2,2,0,0,1,,931117,941219,0,A,2,10:44.0,I
