DealerNumber,LegancyDealerNumber,DealerFullName,DealerShortName,DiscountCode,PricingTypeCode,ProductFrom,TypeofServiceFrom,ReplacementProductType,SecondReplacementMethod,ReplacementPaymentMethodCode,InterestChargedCode,DateOfRecordEntry,DateOfLastMaintained,LastChangedEmployeeNumber,RecordActivityStatusFlag,CancellationProcessiongCode,AuditCreateDate,AuditType
52350,NULL,PEGASUS SATELLITE TELEVISION,PEGASU,,1,2,3,0,0,2,,1000218,1040623,0,A,2,10:44.0,I
52336,52336 A,"WILKES COMMUNICATIONS, INC.",WILKES,,1,2,3,0,0,2,,1000227,1010711,0,A,2,10:44.0,I
52352,52352 A,HOME SHOPPING NETWORK,HOME S,,1,1,1,0,0,1,,1000226,1000223,0,A,3,10:44.0,I
52353,52353 A,HOME SHOPPING NETWORK,HOME S,,2,1,1,0,0,1,,1000223,1000221,0,A,3,10:44.0,I
52351,52351 A,SUTTERTEL.COM,SUTTER,,1,2,3,2,0,2,,1000223,1000818,0,I,2,10:44.0,I
52356,52356 A,COMPU GALAXY/NOTEBOOK SUPERSTO,COMPU,,1,2,3,0,0,2,,1000311,1000818,0,I,2,10:44.0,I
52357,52357 A,PETTY TRONICS,PETTY,,1,2,3,2,0,2,,1000306,1000306,0,I,2,10:44.0,I
52355,52355 A,"EZ BID, INC.",EZ BID,,1,1,3,2,0,2,,1000310,1000422,0,I,2,10:44.0,I
52354,52354 A,MERCATA,MERCAT,,1,2,3,0,0,2,,1000313,1000819,0,I,2,10:44.0,I
52358,52358 A,VAC REPLACEMENT VOUCHERS,VAC RE,,1,2,3,0,0,2,,1000307,1000307,0,A,2,10:44.0,I
52359,52359 A,"MERCATA, INC.",MERCAT,,1,2,3,5,0,2,,1000314,1000818,0,I,2,10:44.0,I
197,NULL,APPLIANCE PACKAGE,Jan-00,,1,2,3,0,0,2,,1000310,1000310,0,A,2,10:44.0,I
52360,52360 A,HARDWARE STREET.COM,99999,,1,2,3,3,0,2,,1000331,1000819,0,I,2,10:44.0,I
52361,52361 A,WORLD BEST BUY.COM,99999,,1,2,3,2,0,2,,1000331,1000819,0,I,2,10:44.0,I
52362,52362 A,MIADORA,99999,,1,2,3,2,0,2,,1000330,1000819,0,I,2,10:44.0,I
52363,52363 A,COMTECH/REFRB DEPOT,99999,,1,2,3,2,0,2,,1000332,1000820,0,I,2,10:44.0,I
198,NULL,MUSIC EQUIPMENT WARRANTY NOW,MUSIC,,1,2,3,3,0,2,,1000325,1000325,0,A,2,10:44.0,I
27771,27771 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1000330,1000330,0,I,2,10:44.0,I
52364,52364 A,BR WHOLESALE PRODUCTS.COM,BR WHO,,1,2,3,2,0,2,,1000338,1000819,0,I,2,10:44.0,I
52365,52365 A,BUYMORE PRODUCTS.COM,BUYMOR,,1,2,3,2,0,2,,1000338,1010404,0,I,2,10:44.0,I
52367,52367 A,THE BEST THINGS.COM,THE BE,,1,2,3,0,0,2,,1000337,1000818,0,I,2,10:44.0,I
52368,52368 A,GET PLUGGED.COM,GET PL,,1,2,3,0,0,2,,1000337,1000818,0,I,2,10:44.0,I
52369,52369 A,ONVIA,ONVIA,,1,2,3,2,0,2,,1000334,1000818,0,I,2,10:44.0,I
52370,52370 A,SUTHERLANDS,SUTHER,,1,2,3,2,0,2,,1000336,1000819,0,I,2,10:44.0,I
52371,52371 A,"ITM,INC/COGNIGEN PC.COM","ITM,IN",,1,2,3,2,0,2,,1000336,1000819,0,I,2,10:44.0,I
52366,52366 A,"DISH DIRECT,INC",DISH D,,1,2,3,2,0,2,,1000337,1000819,0,I,2,10:44.0,I
52373,52373 A,HOUSEMART.COM,HOUSEM,,1,2,3,2,0,2,,1000411,1000819,0,I,2,10:44.0,I
52374,52374 A,MINIDISCO,MINIDI,,1,2,3,2,0,2,,1000412,1050823,0,I,2,10:44.0,I
52375,52375 A,"GUY TOYS, INC.",GUY TO,,1,2,3,2,0,2,,1000411,1000819,0,I,2,10:44.0,I
52376,52376 A,ANYTHING WIRELESS,ANYTHI,,1,2,3,2,0,2,,1000410,1000818,0,I,2,10:44.0,I
52372,52372 A,C4 SURE,C4 SUR,,1,2,3,2,0,2,,1000413,1020627,0,I,2,10:44.0,I
52378,52378 A,COMPUTER RENAISSANCE,30346,,1,2,3,4,0,2,,1000409,1000409,0,A,2,10:44.0,I
52379,52379 A,COMPUTER RENAISSANCE,30290,,1,2,3,4,0,2,,1000409,1000409,0,I,2,10:44.0,I
52380,52380 A,COMPUTER RENAISSANCE,30218,,1,2,3,4,0,2,,1000410,1000410,0,I,2,10:44.0,I
52380,52380 C,COMPUTER RENAISSANCE,30218,,1,2,3,4,0,2,,1000410,1000410,0,I,2,10:44.0,I
52377,52377 A,COMPUTER RENAISSANCE,30265,,1,2,3,4,0,2,,1000409,1020502,0,I,2,10:44.0,I
52382,52382 A,COMPUTER RENAISSANCE,30415,,1,2,3,4,0,2,,1000415,1021108,0,A,2,10:44.0,I
52383,52383 A,COMPUTER RENAISSANCE,30051,,1,2,3,4,0,2,,1000417,1010921,0,A,2,10:44.0,I
52384,52384 A,COMPUTER RENAISSANCE,30080,,1,2,3,2,0,2,,1000418,1010620,0,I,2,10:44.0,I
52385,52385 A,COMPUTER RENAISSANCE,30190,,1,2,3,4,0,2,,1000413,1000413,0,A,2,10:44.0,I
52386,52386 A,WINDROVER,WINDRO,,1,2,3,2,0,2,,1000417,1000819,0,I,2,10:44.0,I
52387,52387 A,SINCLAIR CELLULAR,SINCLA,,1,2,3,2,0,2,,1000416,1000819,0,I,2,10:44.0,I
52388,52388 A,BRW ELECTRONICS.COM,BRW EL,,1,2,3,2,0,2,,1000416,1000819,0,I,2,10:44.0,I
52342,52342 A,PHONE CENTER LLC,PHONE,,1,2,3,2,0,2,,1000417,1000417,0,I,2,10:44.0,I
52381,52381 A,PHONE CENTER LLC,PHONE,,1,2,3,2,0,2,,1000418,1000418,0,I,2,10:44.0,I
52390,52390 A,CAR TOYS INC.,CAR TO,,1,2,3,4,0,2,,1000425,1040420,0,I,2,10:44.0,I
27773,27773 A,COMPUSERVICE,COMPUS,,1,2,3,0,0,2,,1000422,1020130,0,A,2,10:44.0,I
199,NULL,PAGER - WARR NOW RPAGEDISTWN,PAGER,,1,2,3,3,0,2,,1000423,1000423,0,A,2,10:44.0,I
200,NULL,CELL PHONE WARRNOW RCELLDISTWN,2,,1,2,3,3,0,2,,1000422,1000422,0,A,2,10:44.0,I
201,NULL,CELL PHON WARRNOW CELLULDISTWN,2,,1,2,3,3,0,2,,1000422,1000422,0,A,2,10:44.0,I
27772,27772 A,BLUE CHIP PC,BLUE C,,1,2,3,0,0,2,,1000426,1000426,0,I,2,10:44.0,I
52398,52398 A,CG ELECTRONICS,CG ELE,,1,2,3,3,0,2,,1000434,1030128,0,A,2,10:44.0,I
27775,27775 A,TELUS COMMUNICATIONS INC.,TELUS,,1,1,2,2,0,2,,1000430,1020114,0,I,2,10:44.0,I
52403,52403 A,COMPUTER RENAISSANCE,30144,,1,2,3,4,0,2,,1000505,1000505,0,I,2,10:44.0,I
52411,52411 A,COMPUTER RENAISSANCE #30099,30099,,1,2,3,4,0,2,,1000505,1000512,0,I,2,10:44.0,I
52411,52411 D,COMPUTER RENAISSANCE #30099,30099,,1,2,3,4,0,2,,1000505,1000512,0,I,2,10:44.0,I
52410,52410 A,COMPUTER RENAISSANCE,30189,,1,2,3,4,0,2,,1000506,1000513,0,I,2,10:44.0,I
52402,52402 A,COMPUTER RENAISSANCE,30082,,1,2,3,4,0,2,,1000510,1000510,0,I,2,10:44.0,I
52404,52404 A,COMPUTER RENAISSANCE,30090,,1,2,3,4,0,2,,1000505,1000512,0,I,2,10:44.0,I
52409,52409 A,COMPUTER RENAISSANCE #30169,30169,,1,2,3,4,0,2,,1000505,1000512,0,I,2,10:44.0,I
27774,27774 A,TEL-A-VIDEO SERVICES,TEL-A-,,1,2,3,4,0,2,,1000505,1000505,0,A,2,10:44.0,I
27776,27776 A,COMPUTER RENAISSSANCE,COMPUT,,1,2,3,4,0,2,,1000507,1000507,0,I,2,10:44.0,I
27777,27777 A,"HENCKELL ENTERPRISES IND., DBA",COMPUT,,1,2,3,4,0,2,,1000507,1010227,0,I,2,10:44.0,I
9144,9144  A,COMPUTER RENAISSANCE,30317,,1,2,3,4,0,2,,1000507,1000507,0,I,2,10:44.0,I
9145,9145  A,COMPUTER RENAISSANCE,30091,,1,2,3,4,0,2,,1000508,1030108,0,I,2,10:44.0,I
9146,9146  A,COMPUTER RENAISSANCE,30253,,1,2,3,4,0,2,,1000506,1020132,0,A,2,10:44.0,I
52412,52412 A,SOFTWARE CITY,SOTWAR,,1,2,3,3,0,2,,1000508,1000508,0,I,2,10:44.0,I
52391,52391 A,POWERHOUSE ELECTRONICS,POWERH,,1,2,3,3,0,2,,1000508,1021109,0,I,2,10:44.0,I
52389,52389 A,SUPPORT MAC,SUPPOR,T,1,2,3,2,0,2,,1000510,1000819,0,I,2,10:44.0,I
52392,52392 A,PC NOMAD(F/N/A)REFURBCITY.COM,PC NOM,,1,2,3,2,0,2,,1000514,1011009,0,I,2,10:44.0,I
52393,52393 A,CYCLONEAUDIO.COM,CYCLON,,1,2,3,2,0,2,,1000513,1000819,0,I,2,10:44.0,I
52394,52394 A,SSMART.COM,SSMART,,1,2,3,2,0,2,,1000512,1000819,0,I,2,10:44.0,I
52395,52395 A,DVD SHIPPERS,DVD SH,,1,2,3,2,0,2,,1000512,1000819,0,I,2,10:44.0,I
52396,52396 A,BUYUNDERCOST.COM,BUYUND,,1,2,3,2,0,2,,1000512,1050823,0,I,2,10:44.0,I
52421,52421 A,CAR TOYS (OLD PORTFOLIO),CAR TO,,1,2,3,4,0,2,,1000528,1000726,0,I,2,10:44.0,I
52401,52401 A,INLAND CREATIVE GROUP,INLAND,,1,2,3,0,0,2,,1000529,1000609,0,I,2,10:44.0,I
52415,52415 A,COMPUTER RENAISSANCE,30053,,1,2,3,4,0,2,,1000531,1000532,0,A,2,10:44.0,I
52417,52417 A,COMPUTER RENAISSANCE,30133,,1,2,3,4,0,2,,1000531,1000531,0,A,2,10:44.0,I
52418,52418 A,COMPUTER RENAISSANCE,30091,,1,2,3,4,0,2,,1000531,1000533,0,I,2,10:44.0,I
52420,52420 A,COMPUTER RENAISSANCE,30375,,1,2,3,4,0,2,,1000531,1000531,0,I,2,10:44.0,I
52414,52414 A,COMPUTER RENAISSANCE,30418,,1,2,3,4,0,2,,1000531,1000532,0,A,2,10:44.0,I
52413,52413 A,COMPUTER RENAISSANCE,30423,,1,2,3,4,0,2,,1000531,1000532,0,I,2,10:44.0,I
52423,52423 A,COMPUTER RENAISSANCE,30196,,1,2,3,4,0,2,,1000531,1000533,0,A,2,10:44.0,I
52422,52422 A,STEAM BRITE,STEAMB,,1,2,3,3,0,2,,1000531,1000533,0,I,2,10:44.0,I
9147,9147  A,BUZZ-OFF ALARM & STEREO,BUZZ-O,,1,2,3,3,0,2,,1000608,1010224,0,I,2,10:44.0,I
52416,NULL,"LASERPLUS, INC",LASERP,,1,2,3,0,0,2,,1000603,1000603,0,I,2,10:44.0,I
52397,52397 A,SOUND DOMAIN,SOUND,,1,2,3,2,0,2,,1000606,1000819,0,I,2,10:44.0,I
52407,52407 A,"D & D COMPUTER SERVICE, INC",D&D CO,,1,2,3,3,0,2,,1000607,1010711,0,I,2,10:44.0,I
52400,52400 A,"INFINITECH COMMUNICATIONS, INC",INFINI,,1,2,3,3,0,2,,1000606,1010711,0,I,2,10:44.0,I
52399,52399 A,"INFINITECH COMMUNICATIONS, INC",INFINI,,1,2,3,1,0,2,,1000604,1000603,0,I,2,10:44.0,I
52424,52424 A,SEARCH4AUCTIONS.COM,SEARCH,,1,2,3,2,0,2,,1000607,1000914,0,I,2,10:44.0,I
52425,52425 A,ELECTROLINE4U,ELECTR,,1,2,3,2,0,2,,1000607,1000819,0,I,2,10:44.0,I
52426,52426 A,IYOKE.COM,IYOKE,,1,2,3,0,0,2,,1000606,1000818,0,I,2,10:44.0,I
52427,52427 A,ELECTRONICSWORLDWIDE.COM,ELECTR,,1,2,3,2,0,2,,1000607,1000819,0,I,2,10:44.0,I
52428,52428 A,COMPUTER RENAISSANCE #30323,30323,,1,2,3,4,0,2,,1000609,1000609,0,I,2,10:44.0,I
52429,52429 A,A & G RADIO,A & G,,1,2,3,2,0,1,,1000613,1010229,0,A,2,10:44.0,I
27780,27780 A,WARRANTY NOW (CANADA),WARRAN,,1,2,3,3,0,1,,1000617,1000617,0,A,2,10:44.0,I
27781,27781 A,BELL WORLD (MSP),BELL W,,1,2,3,2,0,2,,1000629,1010503,0,I,2,10:44.0,I
9148,9148  A,COMPUTER RENAISSANCE,COMPRE,,1,2,3,4,0,2,,1000630,1020504,0,A,2,10:44.0,I
52433,52433 A,COMPUTER RENAISSANCE,30285,,1,2,3,4,0,2,,1000624,1000624,0,I,2,10:44.0,I
52435,52435 A,COMPUTER RENAISSANCE,30083,,1,2,3,4,0,2,,1000627,1000627,0,A,2,10:44.0,I
52430,52430 A,COMPUTER SURGEONS,COMPUT,,1,2,3,0,0,2,,1000630,1041005,0,I,2,10:44.0,I
52436,52436 A,COMPUTER RENAISSANCE,30087,,1,2,3,4,0,2,,1000631,1000631,0,A,2,10:44.0,I
52432,52432 A,TRADEOUT.COM,TRADEO,,1,2,3,0,0,2,,1000708,1000818,0,I,2,10:44.0,I
52434,52434 A,WESTERN AUTO ASSOCIATE STORE,WESTER,,1,2,3,3,0,2,,1000709,1010710,0,I,2,10:44.0,I
52437,52437 A,LIQUID PRICE,LIQUID,,1,2,3,0,0,2,,1000708,1000818,0,I,2,10:44.0,I
27778,27778 A,TOTAL CLEANING SYSTEMS,TOTAL,,1,2,3,2,0,2,,1000708,1000708,0,I,2,10:44.0,I
27779,27779 A,CALL JEFF COMMUNICATIONS INC.,GLOBAL,,1,2,3,1,0,2,,1000710,1061120,0,I,2,10:44.0,I
202,NULL,CELLPAGCAN-4/00,CELL/P,,1,2,3,1,0,2,,1000705,1000705,0,A,2,10:44.0,I
203,NULL,CELLPAGCAN-4/00,CELL/P,,1,2,3,1,0,2,,1000705,1000705,0,A,2,10:44.0,I
52438,52438 A,COMPUTING SOLUTIONS,COMPUT,,1,2,3,3,0,2,,1000713,1000713,0,A,2,10:44.0,I
52439,52439 A,GOLD SYSTEMS & TECHNOLOGIES,GOLD S,,1,2,3,0,0,2,,1000713,1000713,0,I,2,10:44.0,I
52440,52440 A,COMPUTER RENAISSANCE,30310,,1,2,3,4,0,2,,1000713,1000713,0,I,2,10:44.0,I
52445,52445 A,COMPUTER RENAISSANCE #30193,30193,,1,2,3,4,0,2,,1000720,1020405,0,I,2,10:44.0,I
52443,52443 A,A+ CELLULAR,A+ CEL,,1,2,3,2,0,2,,1000720,1000720,0,I,2,10:44.0,I
52441,52441 A,PAC-2000.COM,PAC,,1,2,3,3,0,2,,1000722,1001014,0,I,2,10:44.0,I
52442,52442 A,PAC-2000.COM CELL/PAGER,PAC,,1,2,3,1,0,2,,1000720,1001013,0,I,2,10:44.0,I
52444,52444 A,"LAMICO DESIGNERS OF DEERFIELD,",LAMICO,,1,2,3,0,0,2,,1000719,1010124,0,I,2,10:44.0,I
52447,52447 A,"HSN, INC.","HSN, I",,2,1,3,0,0,1,,1000732,1000728,0,A,3,10:44.0,I
27783,27783 A,BELL (MSP),BELL (,,1,2,3,0,0,1,,1000802,1000802,0,I,2,10:44.0,I
27784,27784 A,ONVIA,ONVIA,,1,2,3,2,0,1,,1000813,1000813,0,I,2,10:44.0,I
204,NULL,CPU DISTRIBUTOR CAN WARRNOW,CPU DI,,1,2,3,3,0,2,,1000809,1000809,0,A,2,10:44.0,I
205,NULL,ME DIST CAN WARRNOW,ME DIS,,1,2,3,3,0,1,,1000809,1000809,0,A,2,10:44.0,I
52450,52450 A,MCGLEN,MCGLEN,,1,2,3,2,0,1,,1000813,1000813,0,I,2,10:44.0,I
52451,52451 A,LAPTOPS USA,LAPTOP,,1,2,3,0,0,1,,1000821,1010709,0,I,2,10:44.0,I
52452,52452 A,STEAMBRITE SUPPLY,STEAMB,,1,2,3,0,0,1,,1000819,1000819,0,I,2,10:44.0,I
52453,52453 A,STEWART FINANCE,STEWAR,,1,1,1,0,0,2,,1000827,1010711,0,I,2,10:44.0,I
52449,52449 A,MOBILE TOYS,MOBILE,,1,2,3,2,0,2,,1000822,1000914,0,I,2,10:44.0,I
52455,52455 A,R & R WIRELESS,R & R,,1,2,3,2,0,2,,1000822,1000914,0,I,2,10:44.0,I
52454,52454 A,EVENTE,EVENTE,,1,2,3,2,0,2,,1000822,1000914,0,I,2,10:44.0,I
52446,52446 A,PC WONDERS,PC WON,,1,2,3,2,0,2,,1000822,1000914,0,I,2,10:44.0,I
27782,27782 A,THE WIRELESS SOURCE INC.,THE WI,,1,2,3,1,0,1,,1000824,1000824,0,I,2,10:44.0,I
52456,52456 A,COMPUTER RENAISSANCE #30255,COMPUT,,1,2,3,1,0,1,,1000831,1041025,0,I,2,10:44.0,I
52458,52458 A,"AOKNET,INC.",AOKNET,,1,2,3,0,0,1,,1000801,1000902,0,I,2,10:44.0,I
52459,52459 A,"SCANNER WORLD USA, INC.",SCANNE,,1,2,3,0,0,1,,1000801,1071022,0,I,2,10:44.0,I
52460,52460 A,RAINBOW ENTERPRISES,RAINBO,,1,2,3,0,0,1,,1000801,1010123,0,I,2,10:44.0,I
52461,52461 A,"DIGITALLINC, INC.",DIGITA,,1,2,3,0,0,1,,1000912,1020419,0,I,2,10:44.0,I
52431,NULL,MERCATA RENEWALS,MERCAT,,1,2,3,3,0,1,,1000912,1001221,0,A,2,10:44.0,I
52462,52462 A,IGO,IGO,,1,2,3,2,0,2,,1000912,1001014,0,I,2,10:44.0,I
52463,52463 A,"VACDEPOT, INC.",VACDEP,,1,2,3,0,0,1,,1000915,1010929,0,I,2,10:44.0,I
9149,9149  A,EMORY ELECTRONIC INSTALLATION,EMORY,,1,2,3,2,0,1,,1000919,1010304,0,I,2,10:44.0,I
52464,52464 A,NORTHERN TOOL & EQUIPMENT,NORTHE,,1,1,3,0,0,1,,1000916,1010803,0,I,2,10:44.0,I
52465,52465 A,NORTHERN TOOL & EQUIPMENT,),,1,1,3,0,0,1,,1000916,1010803,0,I,2,10:44.0,I
52469,52469 A,APOLLO SOLUTIONS,APOLLO,,1,2,3,2,0,2,,1000925,1001014,0,I,2,10:44.0,I
206,NULL,MECAN-0009,MECAN-,,1,2,2,0,0,1,,1000921,1000921,0,A,1,10:44.0,I
207,NULL,APPCAN-0009,APPCAN,,1,2,2,0,0,1,,1000921,1000921,0,A,1,10:44.0,I
52470,52470 A,FIRESALE.COM,FIRESA,,1,2,3,2,0,2,,1000925,1001014,0,I,2,10:44.0,I
52468,52468 A,COMPUTER HOUSE,COMPUT,,1,2,3,2,0,1,,1000926,1000926,0,I,2,10:44.0,I
52471,52471 A,BERG ENTERPRISES,BERG E,,1,2,3,2,0,1,,1000930,1000930,0,I,2,10:44.0,I
52466,52466 A,"CCI WIRELESS,LLC",CCI WI,,1,2,3,1,0,1,,1000901,1011221,0,I,2,10:44.0,I
52472,52472 A,REALM CONNECT,REALM,,1,2,3,0,0,2,,1001008,1001015,0,I,2,10:44.0,I
27785,27785 A,KENT TV & APPLIANCES LTD,KENT T,,1,2,3,0,0,1,,1001003,1020402,0,I,2,10:44.0,I
52473,52473 A,COMPUTER RENAISSANCE,30420,,1,2,3,4,0,2,,1001010,1001010,0,I,2,10:44.0,I
52474,52474 A,SOLUTIONS 4 SURE,SOLUTI,,1,2,3,2,0,2,,1001011,1001014,0,I,2,10:44.0,I
9150,9150  A,AMK BUSINESS SYSTEMS,AMK BU,,1,2,3,0,0,1,,1001013,1010712,0,I,2,10:44.0,I
52477,52477 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1001016,1030118,0,I,2,10:44.0,I
52476,52476 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1001017,1020612,0,A,2,10:44.0,I
52457,52457 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1001016,1001016,0,I,2,10:44.0,I
5572,5572  A,FUNRISE CORPORATION,FUNRIS,,1,2,3,0,0,1,,1001027,1001027,0,I,2,10:44.0,I
208,NULL,DSS GREY GOODS WARRNOW,DSS GR,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
209,NULL,MUSIC GREY WARRNOW,MUSIC,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
210,NULL,APP GREY WARRNOW,APP GR,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
211,NULL,AUDIO GREY WARRNOW,AUDIO,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
212,NULL,HTHEAT GREY WARRNOW,HTHEAT,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
213,NULL,LAWN & GARDEN GREY WARRNOW,LAWN &,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
214,NULL,ME GREY WARRNOW,ME GRE,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
215,NULL,VP GREY WARRNOW,VP GRE,,1,2,3,3,0,1,,1001026,1001026,0,A,2,10:44.0,I
5573,5573  A,LERADO CORPORATION,LERADO,,1,2,3,0,0,1,,1001029,1030403,0,I,2,10:44.0,I
27786,27786 A,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BH,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BJ,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BK,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BL,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BN,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
27786,27786BM,LONDON DRUGS LTD,LONDON,,1,1,3,4,0,1,,1001110,1041222,0,I,2,10:44.0,I
52478,52478 A,"HORIZON AUDIO, INC",HORIZO,,1,2,3,3,0,1,,1001111,1001108,0,I,2,10:44.0,I
27787,27787 A,DIRECT BUY ONTARIO,136573,,1,2,3,0,0,1,,1001112,1080930,0,I,2,10:44.0,I
52479,52479 A,COMPACT APPLIANCE.COM,COMPAC,,1,2,2,2,0,1,,1001111,1010927,0,I,2,10:44.0,I
5570,5570  A,AUDIOVOX,AUDIOV,,1,2,3,0,0,1,,1001110,1071023,0,I,2,10:44.0,I
52480,52480 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1001115,1001112,0,I,2,10:44.0,I
52481,52481 A,GATS LIMITED,GATS L,,1,2,3,2,0,1,,1001121,1001123,0,I,2,10:44.0,I
52482,52482 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1001119,1001222,0,A,2,10:44.0,I
52483,52483 A,COMPUTER RENAISSANCE,30182,,1,2,3,4,0,2,,1001118,1001115,0,I,2,10:44.0,I
52484,52484 A,NORTHWOOD COMPUTER,NORTHW,,1,2,3,0,0,1,,1001119,1031103,0,A,2,10:44.0,I
9151,9151  A,"POUNDS MOTOR COMPANY, INC.",POUNDS,,1,2,3,3,0,1,,1001120,1010711,0,I,2,10:44.0,I
52485,52485 A,RETAIL MANAGEMENT SOLUTIONS,RETAIL,,1,2,3,2,0,1,,1001128,1020415,0,I,2,10:44.0,I
27788,27788 A,ELTEK ELECTRONIC SERVICES LTD,ELTEK,,1,2,3,0,0,1,,1001130,1001130,0,A,2,10:44.0,I
52486,52486 A,COMPUTER EDGE,COMPUT,,1,2,3,3,0,1,,1001210,1020608,0,I,2,10:44.0,I
216,NULL,CELL PHONE GREY WARRNOW,CELL P,,1,2,3,3,0,1,,1001207,1001207,0,A,2,10:44.0,I
217,NULL,CELL UNLIMITED GREY WARRNOW,CELL U,,1,2,3,3,0,1,,1001207,1001207,0,A,1,10:44.0,I
218,NULL,PAGER GREY WARRNOW,PAGER,,1,2,3,3,0,1,,1001207,1001207,0,A,2,10:44.0,I
52487,52487 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,2,0,2,,1001222,1010610,0,I,2,10:44.0,I
52488,52488 A,NJ COMPUTER SOLUTIONS,NJ COM,,1,2,3,0,0,1,,1001217,1001214,0,I,2,10:44.0,I
52489,52489 A,"STEREO EXCHANGE, INC.",STEREO,,1,2,3,3,0,1,,1001216,1001216,0,I,2,10:44.0,I
52490,52490 A,"COMPUNET TECHNOLOGIES, INC.",COMPUN,,1,2,3,3,0,1,,1001219,1001219,0,I,2,10:44.0,I
52491,52491 A,"PC LAPTOP LAND.COM, INC.",PC LAP,,1,2,3,3,0,1,,1001226,1001222,0,I,2,10:44.0,I
27789,27789 A,3094-8319 QUEBEC INC.,3094-8,,1,2,3,3,0,1,,1001229,1001229,0,A,2,10:44.0,I
52493,52493 A,"C-SOURCE, INC.",C-SOUR,,1,2,3,2,0,2,,1001231,1001233,0,I,2,10:44.0,I
52494,52494 A,DON'S TV,DON'S,,1,2,3,3,0,1,,1001232,1031114,0,I,2,10:44.0,I
77105,77105 A,MCALISTER ELECTRONICS,MCALIS,,1,2,3,0,0,1,,1010107,1010103,0,A,1,10:44.0,I
52495,52495 A,CMI WORLDWIDE,CMI WO,,1,2,3,2,0,2,,1010109,1010106,0,I,2,10:44.0,I
52496,52496 A,COMPUTER RENAISSANCE,COMPUT,,1,2,3,4,0,2,,1010118,1010118,0,A,2,10:44.0,I
52499,52499 A,ANDERSON COMPUTER SYSTEMS,ANDERS,,1,2,3,0,0,1,,1010120,1010120,0,I,2,10:44.0,I
52498,52498 A,VITESSA CORPORATION,VITESS,,1,2,3,2,0,2,,1010122,1010122,0,I,2,10:44.0,I
52497,52497 A,ZAPWORLD.COM,INTERN,,1,1,3,0,0,2,,1010129,1020411,0,I,2,10:44.0,I
52500,52500 A,ZAPWORLD,ZAPWOR,,1,1,3,0,0,2,,1010129,1020410,0,A,2,10:44.0,I
52502,52502 A,I4DIGITAL.COM,I4DIGI,,1,2,3,2,0,2,,1010131,1010134,0,I,2,10:44.0,I
52504,52504 A,TRADE OUTFIT,TRADE,,1,2,3,3,0,1,,1010208,1010208,0,I,2,10:44.0,I
52501,52501 A,"MESSAGEWEAR, INC.",MESSAG,,1,2,3,3,0,1,,1010210,1010210,0,I,2,10:44.0,I
52505,52505 A,"UNIVERSAL CAPITAL PARTNERS,LLC",UNIVER,,1,2,3,0,0,1,,1010219,1010320,0,I,2,10:44.0,I
52503,52503 A,DYCKMAN ELECTRONICS CENTER,DYCKMA,,1,2,3,3,0,1,,1010219,1010306,0,I,2,10:44.0,I
52506,52506 A,"UPTECH 35,INC.",UPTECH,,1,2,3,0,0,1,,1010220,1010710,0,A,2,10:44.0,I
5574,NULL,SAMPO CORPORATION,SAMPO,,1,2,3,0,0,1,,1010217,1010215,0,A,2,10:44.0,I
52507,52507 A,CUSTOM AUDIO CONCEPTS,CUSTOM,,1,2,3,3,0,1,,1010220,1010306,0,I,2,10:44.0,I
52508,52508 A,MOVIN'ON SOUNDS & SECURITY,MOVIN',,1,2,3,3,0,1,,1010221,1011113,0,I,2,10:44.0,I
52509,52509 A,BEST QUALITY COMPS/COPIERS INC,BEST Q,,1,2,3,0,0,1,,1010226,1020306,0,A,2,10:44.0,I
52510,52510 A,BARRINGTON HOMEWORKS,BARRIN,,1,2,3,0,0,1,,1010225,1010304,0,I,2,10:44.0,I
